[13.809560383146163, 0.0]
[14.45141342439456, 0.0]
[15.023455373942852, 0.0]
[20.219974614556122, 0.0]
[18.290969664674776, 0.0]
[24.369092085507873, 0.0]
[20.597342782646592, 0.0]
[24.91979259368236, 0.0]
[18.414148462965386, 0.0]
[18.98284162141499, 0.0]
[19.98873625849228, 0.0]
[20.992407567362534, 0.0]
[18.192404657427687, 0.0]
[20.369455912645208, 0.0]
[18.205330737750046, 0.0]
[19.008215970032325, 0.0]
[20.7286955167001, 0.0]
[14.568471854297968, 0.0]
[14.799751603975892, 0.0]
[14.801845975220203, 0.0]
[16.13446798738005, 0.0]
[15.370886331475049, 0.0]
[15.98116637752537, 0.0]
[17.883523623168003, 0.0]
[19.637187074382382, 0.0]
[18.90135852246749, 0.0]
[14.437393205647822, 0.0]
[16.18248039437458, 0.0]
[29.420497235521907, 0.0]
[23.27883270275197, 0.0]
[23.960670433327323, 0.0]
[24.29268100860645, 0.0]
[34.38243801947101, 0.0]
[20.944064998089743, 0.0]
[28.973558200581465, 0.0]
[26.91632044085418, 0.0]
[23.161355774776894, 0.0]
[23.03016088534787, 0.0]
[13.648538066481706, 0.0]
[25.021183171826124, 0.0]
[12.978489793007611, 0.0]
[19.868216955270327, 0.0]
[16.959060354907706, 0.0]
[21.868799940559256, 0.0]
[12.411309549352154, 0.0]
[15.815627036325168, 0.0]
[17.014139945895295, 0.0]
[12.938627832976636, 0.0]
[30.0035793541756, 0.0]
[17.973298929042357, 0.0]
[19.562163010697986, 0.0]
[14.812780573265627, 0.0]
[27.710864498825686, 0.0]
[20.30359138367203, 0.0]
[28.241204142359493, 0.0]
[19.793301646401233, 0.0]
[15.410188347683288, 0.0]
[16.149691353588423, 0.0]
[15.012841093048337, 0.0]
[25.86378192772827, 0.0]
[13.5527770765475, 0.0]
[17.953262944742164, 0.0]
[17.08051965134655, 0.0]
[32.28605111964862, 0.0]
[28.16824527128483, 0.0]
[28.623733757034643, 0.0]
[14.405086494458374, 0.0]
[13.969224515894894, 0.0]
[16.006479044073785, 0.0]
[16.581329816537618, 0.0]
[17.883523623168003, 0.0]
[16.868503037199844, 0.0]
[30.53399367071688, 0.0]
[30.6117469445162, 0.0]
[30.59037554039969, 0.0]
[34.555360704427585, 0.0]
[25.57717500693252, 0.0]
[27.69190660057211, 0.0]
[26.74812909252796, 0.0]
[18.19708390112646, 0.0]
[12.406335725914687, 0.0]
[13.725191823614296, 0.0]
[13.855058192682918, 0.0]
[13.833285598258954, 0.0]
[18.999982824934705, 0.0]
[13.997349639830645, 0.0]
[20.4712006642294, 0.0]
[15.360365952881693, 0.0]
[19.117619743738032, 0.0]
[14.271548466116656, 0.0]
[15.722924826375674, 0.0]
[19.090694272475957, 0.0]
[17.251758686674293, 0.0]
[18.037313662098313, 0.0]
[17.440111471783894, 0.0]
[20.86956220863067, 0.0]
[21.829194985077265, 0.0]
[23.50161786939134, 0.0]
[20.854222192991074, 0.0]
[20.800858361044448, 0.0]
[25.258699553962288, 0.0]
[26.515780498360982, 0.0]
[15.398701319987595, 0.0]
[11.893553743779194, 0.0]
[28.86451314765145, 0.0]
[15.595018130778044, 0.0]
[27.225777924897557, 0.0]
[20.56948231637216, 0.0]
[17.77362289517623, 0.0]
[12.411309549352154, 0.0]
[13.204737919324543, 0.0]
[20.006804160715546, 0.0]
[32.128828661865555, 0.0]
[24.961931617028313, 0.0]
[27.31411971579655, 0.0]
[35.86870787339285, 0.0]
[36.95094076311216, 0.0]
[38.02656806027517, 0.0]
[24.86368272933032, 0.0]
[36.172405046992935, 0.0]
[37.108848510310054, 0.0]
[24.08797143594711, 0.0]
[29.696327005367493, 0.0]
[25.27803236231557, 0.0]
[23.434970774076646, 0.0]
[24.003531165450113, 0.0]
[31.512203063233756, 0.0]
[24.206083570250485, 0.0]
[21.646927163492364, 0.0]
[31.85487681053928, 0.0]
[34.79405387293082, 0.0]
[30.97174463130068, 0.0]
[33.546809393767035, 0.0]
[27.11076072405558, 0.0]
[27.11076072405558, 0.0]
[29.045834827142244, 0.0]
[26.848110505867226, 0.0]
[21.31422046908847, 0.0]
[19.31655239889369, 0.0]
[18.663460692034278, 0.0]
[20.91412065235636, 0.0]
[15.11217170272721, 0.0]
[31.84741095072968, 0.0]
[25.418680414179107, 0.0]
[25.87256644348963, 0.0]
[34.091102127567865, 0.0]
[31.04710552666802, 0.0]
[25.894288596959086, 0.0]
[25.02702851671347, 0.0]
[27.61803144705482, 0.0]
[16.06540968844638, 0.0]
[13.861723666312173, 0.0]
[14.344824777217582, 0.0]
[15.563869347017317, 0.0]
[12.030408423801418, 0.0]
[15.249958133965265, 0.0]
[18.05843097279285, 0.0]
[16.925632017366297, 0.0]
[12.153406836790964, 0.0]
[15.560648912265606, 0.0]
[29.544866968499264, 0.0]
[32.08128992931597, 0.0]
[17.905950575172028, 0.0]
[23.970213105290895, 0.0]
[26.29897759956657, 0.0]
[28.33785822999198, 0.0]
[26.85490634548478, 0.0]
[29.188622180372477, 0.0]
[26.08977112037246, 0.0]
[35.11887965805363, 0.0]
