[12.99209213256836, 0.0]
[14.76072883605957, 0.0]
[16.26323699951172, 0.0]
[20.18653678894043, 0.0]
[18.28797149658203, 0.0]
[23.182043075561523, 0.0]
[19.685306549072266, 0.0]
[24.30512237548828, 0.0]
[18.300094604492188, 0.0]
[19.079519271850586, 0.0]
[19.94165802001953, 0.0]
[21.05196189880371, 0.0]
[18.000980377197266, 0.0]
[18.145837783813477, 0.0]
[18.27079200744629, 0.0]
[18.988378524780273, 0.0]
[22.39273452758789, 0.0]
[13.960137367248535, 0.0]
[15.060980796813965, 0.0]
[14.485419273376465, 0.0]
[15.259803771972656, 0.0]
[15.546858787536621, 0.0]
[16.128170013427734, 0.0]
[17.92681121826172, 0.0]
[17.57381820678711, 0.0]
[18.82349395751953, 0.0]
[14.529019355773926, 0.0]
[16.27978515625, 0.0]
[28.258554458618164, 0.0]
[20.481077194213867, 0.0]
[23.327587127685547, 0.0]
[24.127408981323242, 0.0]
[34.3338508605957, 0.0]
[20.635494232177734, 0.0]
[35.944984436035156, 0.0]
[28.363006591796875, 0.0]
[25.978073120117188, 0.0]
[21.921072006225586, 0.0]
[13.347633361816406, 0.0]
[25.015317916870117, 0.0]
[13.08897590637207, 0.0]
[20.535079956054688, 0.0]
[16.960391998291016, 0.0]
[21.910926818847656, 0.0]
[12.049578666687012, 0.0]
[14.02059555053711, 0.0]
[16.80819320678711, 0.0]
[12.583710670471191, 0.0]
[29.7897891998291, 0.0]
[17.655624389648438, 0.0]
[20.359262466430664, 0.0]
[14.879408836364746, 0.0]
[28.38987922668457, 0.0]
[20.12352180480957, 0.0]
[26.780765533447266, 0.0]
[22.835052490234375, 0.0]
[16.048686981201172, 0.0]
[15.915770530700684, 0.0]
[14.899395942687988, 0.0]
[26.629432678222656, 0.0]
[13.089919090270996, 0.0]
[17.080692291259766, 0.0]
[17.080339431762695, 0.0]
[33.65104675292969, 0.0]
[26.99667739868164, 0.0]
[28.001237869262695, 0.0]
[14.7882080078125, 0.0]
[13.238579750061035, 0.0]
[15.799946784973145, 0.0]
[17.029268264770508, 0.0]
[17.032407760620117, 0.0]
[17.779277801513672, 0.0]
[29.069704055786133, 0.0]
[29.849910736083984, 0.0]
[30.69623565673828, 0.0]
[32.52559280395508, 0.0]
