[15.367033442452353, 0.0]
[12.863126375563912, 0.0]
[15.525638898853458, 0.0]
[23.962901811086926, 0.0]
[22.15290883078117, 0.0]
[28.000340268795878, 0.0]
[23.519847327713162, 0.0]
[26.708608451353708, 0.0]
[22.381642560420527, 0.0]
[21.783844549430324, 0.0]
[23.11879407220763, 0.0]
[21.007211904714215, 0.0]
[19.746905199267044, 0.0]
[20.221935815781077, 0.0]
[21.435018383503017, 0.0]
[22.459503166501644, 0.0]
[22.856691140183894, 0.0]
[13.474173160911597, 0.0]
[14.168972473747722, 0.0]
[16.268219636222682, 0.0]
[18.087417087212362, 0.0]
[16.78380267138319, 0.0]
[17.919859739340062, 0.0]
[17.72585983336011, 0.0]
[22.216581816064707, 0.0]
[21.2751274448693, 0.0]
[12.953490836634405, 0.0]
[15.598155846213615, 0.0]
[27.785038405735936, 0.0]
[23.82158070299978, 0.0]
[24.64119822416794, 0.0]
[22.58278641826413, 0.0]
[31.618284952360714, 0.0]
[25.886188212966854, 0.0]
[26.81964115629187, 0.0]
[26.999726966264095, 0.0]
[23.74219488144973, 0.0]
[26.61308664040585, 0.0]
[13.6681238351857, 0.0]
[28.045899296389717, 0.0]
[10.668075804527344, 0.0]
[22.345470536511638, 0.0]
[17.012960523984408, 0.0]
[24.345804955331904, 0.0]
[8.257913842494684, 0.0]
[17.926205215955946, 0.0]
[16.570897607152556, 0.0]
[10.38905588314255, 0.0]
[29.57177559862522, 0.0]
[21.764180985183035, 0.0]
[22.257035696789426, 0.0]
[13.97504521820699, 0.0]
[27.882828194119494, 0.0]
[21.372718026730514, 0.0]
[29.617172171123716, 0.0]
[19.66920640646541, 0.0]
[14.051196849923208, 0.0]
[16.980530703012004, 0.0]
[13.046785302322093, 0.0]
[28.38534551435733, 0.0]
[11.384430877889532, 0.0]
[19.867845674808127, 0.0]
[17.963633949703915, 0.0]
[31.91279645116791, 0.0]
[30.374815751647116, 0.0]
[30.651911409166377, 0.0]
[11.098342570761417, 0.0]
[12.946220233487686, 0.0]
[16.905036774731425, 0.0]
[15.104331159804513, 0.0]
[17.49393723589119, 0.0]
[15.161055768663662, 0.0]
[29.962439328547905, 0.0]
[30.38958998035751, 0.0]
[30.34292073662427, 0.0]
[32.044873131008785, 0.0]
[28.498322905487587, 0.0]
[28.60058055198584, 0.0]
[27.774183864618347, 0.0]
[20.76693837078805, 0.0]
[8.075255385779531, 0.0]
[11.764218810132277, 0.0]
[11.438087231079237, 0.0]
[9.750846380729325, 0.0]
[21.29055467938313, 0.0]
[14.404693402371741, 0.0]
[23.86722952848994, 0.0]
[16.140597480289728, 0.0]
[21.658356457415277, 0.0]
[13.802443850345274, 0.0]
[13.528611978121209, 0.0]
[20.702157687075147, 0.0]
[19.43798563475792, 0.0]
[19.756111781665236, 0.0]
[19.65462283144694, 0.0]
[20.99705533781594, 0.0]
[23.771953321105183, 0.0]
[24.49816268917012, 0.0]
[24.52956358028108, 0.0]
[25.328390068259868, 0.0]
[25.03356240670043, 0.0]
[29.14781311359408, 0.0]
[16.150318832866017, 0.0]
[9.688468402890795, 0.0]
[29.920307611773804, 0.0]
[15.230557585282973, 0.0]
[30.583155330843244, 0.0]
[24.07331861282287, 0.0]
[19.181632861572478, 0.0]
[9.622504376268289, 0.0]
[10.912039756938984, 0.0]
[18.541389596799366, 0.0]
[28.69828547701754, 0.0]
[28.720821422484153, 0.0]
[29.595927564134374, 0.0]
[32.11949234254618, 0.0]
[33.90353553365023, 0.0]
[32.2854511684007, 0.0]
[26.4845644562113, 0.0]
[34.35783309579686, 0.0]
[32.72219827029302, 0.0]
[25.091507975596013, 0.0]
[30.028633822625867, 0.0]
[29.382976225309715, 0.0]
[25.242164830697238, 0.0]
[25.707104778851512, 0.0]
[28.504050260783647, 0.0]
[27.19585793862535, 0.0]
[25.013890634514052, 0.0]
[29.964513128776428, 0.0]
[31.02168787814568, 0.0]
[28.832981655931714, 0.0]
[30.984834061294737, 0.0]
[24.48903654451654, 0.0]
[25.231617281885757, 0.0]
[31.01602864110401, 0.0]
[29.611047358691952, 0.0]
[23.245053007471068, 0.0]
[19.217371009096862, 0.0]
[20.947668623223915, 0.0]
[23.976745373778034, 0.0]
[14.781891540725159, 0.0]
[31.850538301810932, 0.0]
[25.789564407286104, 0.0]
[26.13788013384782, 0.0]
[32.55123790890319, 0.0]
[30.118351954970482, 0.0]
[28.320196991093777, 0.0]
[27.706991357388784, 0.0]
[27.487662984180066, 0.0]
[15.28038810933398, 0.0]
[12.111008531955921, 0.0]
[15.672272878545364, 0.0]
[18.120247818029693, 0.0]
[9.583212576361369, 0.0]
[18.014804202345143, 0.0]
[19.697596330512777, 0.0]
[17.513639237893738, 0.0]
[6.679002206943398, 0.0]
[16.383477954038614, 0.0]
[29.810894301703673, 0.0]
[32.257061237148676, 0.0]
[19.94039415061965, 0.0]
[25.90514224563506, 0.0]
[26.73043210507816, 0.0]
[25.64028433445625, 0.0]
