[20.965142730805546, 0.0]
[42.40830469240119, 0.0]
[43.62938926454481, 0.0]
java.lang.ArrayIndexOutOfBoundsException
[36.3655863602495, 0.0]
[40.815399516880895, 0.0]
[35.25696853124776, 0.0]
[24.25673627359588, 0.0]
[4.964727506184094, 0.0]
[4.510875860921637, 0.0]
[2.3619714348993427E10, 0.0]
[2.361971432453148E20, 0.0]
[2.361971432453148E30, 0.0]
[2.361971432453148E40, 0.0]
[2.3619714324531476E50, 0.0]
[2.3619714324531475E60, 0.0]
[2.361971432453148E70, 0.0]
[2.3619714324531479E80, 0.0]
[2.361971432453148E90, 0.0]
[2.3619714324531473E100, 0.0]
[2.361971432453148E110, 0.0]
[2.361971432453148E120, 0.0]
[2.3619714324531477E130, 0.0]
[2.3619714324531475E140, 0.0]
[2.361971432453148E150, 0.0]
[2.361971432453148E160, 0.0]
[2.3619714324531478E170, 0.0]
[2.3619714324531485E180, 0.0]
[2.3619714324531476E190, 0.0]
[2.3619714324531477E200, 0.0]
[42.40830469240119]
