[16.505330918109717, 0.0]
[14.521660001006762, 0.0]
[16.80081016932345, 0.0]
[23.47501992432081, 0.0]
[21.99779120912301, 0.0]
[26.866651964511462, 0.0]
[23.203636683510958, 0.0]
[25.657166048332563, 0.0]
[22.726650767686568, 0.0]
[22.45512822847723, 0.0]
[23.17900260183614, 0.0]
[21.76794322312248, 0.0]
[20.477955656646238, 0.0]
[21.008386254701094, 0.0]
[21.7863384339973, 0.0]
[22.65445834810995, 0.0]
[22.751284849361383, 0.0]
[14.480446147722631, 0.0]
[15.474728673095, 0.0]
[17.40371378419042, 0.0]
[18.260340165643854, 0.0]
[17.46472495248861, 0.0]
[18.248145580915022, 0.0]
[18.513049598779922, 0.0]
[22.100246580667672, 0.0]
[21.388898195745394, 0.0]
[14.521818421733254, 0.0]
[17.035609655946796, 0.0]
[27.25829578087502, 0.0]
[23.974467955210145, 0.0]
[24.505136904973423, 0.0]
[23.081969433021584, 0.0]
[30.928422982376773, 0.0]
[25.494003788124413, 0.0]
[26.173596607596004, 0.0]
[26.76549052990818, 0.0]
[24.263144581517217, 0.0]
[26.277384171460287, 0.0]
[14.823618475165453, 0.0]
[27.212365353982303, 0.0]
[11.81622786893638, 0.0]
[22.178778924789746, 0.0]
[17.193447325496418, 0.0]
[23.776469451718196, 0.0]
[9.6935660729389, 0.0]
[19.126409730456473, 0.0]
[16.87406416918711, 0.0]
[11.797813535734548, 0.0]
[29.121880679691564, 0.0]
[21.786348436179907, 0.0]
[22.42544159243413, 0.0]
[15.468264012404859, 0.0]
[27.061467607302305, 0.0]
[21.30463136751242, 0.0]
[28.6750282758455, 0.0]
[19.647096866390502, 0.0]
[14.944536426748574, 0.0]
[17.253776564051996, 0.0]
[13.980343870362937, 0.0]
[27.182438365794255, 0.0]
[12.629820397767993, 0.0]
[20.00870264936216, 0.0]
[18.561631272314745, 0.0]
[30.689679903450305, 0.0]
[29.051028869606974, 0.0]
[29.26199638037059, 0.0]
[12.76185223146588, 0.0]
[14.23324540880732, 0.0]
[17.350132363196142, 0.0]
[15.939520004190562, 0.0]
[18.265916229028257, 0.0]
[16.607858218890215, 0.0]
[29.08071150477702, 0.0]
[29.92163359089477, 0.0]
[29.74893511230777, 0.0]
[31.338387208628788, 0.0]
[27.9355432353438, 0.0]
[27.616150076851866, 0.0]
[27.513276810108756, 0.0]
[20.731952459959487, 0.0]
[9.417086590996334, 0.0]
[13.172010563462738, 0.0]
[12.960903754299636, 0.0]
[11.48341100455768, 0.0]
[21.425251599969563, 0.0]
[15.499031351062019, 0.0]
[23.535104250659234, 0.0]
[16.843488935838273, 0.0]
[21.90711252710873, 0.0]
[14.93243289358259, 0.0]
[15.058542697933468, 0.0]
[21.32841053646332, 0.0]
[19.7791332601606, 0.0]
[20.03243357147642, 0.0]
[19.89388427017955, 0.0]
[21.135718060502047, 0.0]
[23.81767130238319, 0.0]
[24.685461813224563, 0.0]
[24.420384812378355, 0.0]
[25.065672034269838, 0.0]
[24.818646278772356, 0.0]
[28.30306104547985, 0.0]
[16.903890103629696, 0.0]
[11.351014082570163, 0.0]
[28.765603344478635, 0.0]
[15.878854801854985, 0.0]
[29.382506998137018, 0.0]
[23.475351328028612, 0.0]
[19.405727105259356, 0.0]
[10.995642610326314, 0.0]
[12.279655340546714, 0.0]
[19.103460909792066, 0.0]
[28.60967930244494, 0.0]
[28.055815501401796, 0.0]
[28.598689597275687, 0.0]
[31.33830071713814, 0.0]
[32.81535188928243, 0.0]
[31.39871644718437, 0.0]
[26.21729328461313, 0.0]
[33.29768151809236, 0.0]
[31.94723197516977, 0.0]
[25.143680869375796, 0.0]
[29.248752344767, 0.0]
[28.688718033692645, 0.0]
[25.198047833493824, 0.0]
[25.403234613746434, 0.0]
[28.067693803876793, 0.0]
[26.699770772767803, 0.0]
[24.98157818901817, 0.0]
[29.351765342315595, 0.0]
[30.433962137128603, 0.0]
[28.38709552331396, 0.0]
[30.387791358090936, 0.0]
[24.890283505187547, 0.0]
[25.493187120054515, 0.0]
[29.940972638826686, 0.0]
[28.56863587250644, 0.0]
[22.90218259604138, 0.0]
[19.339533204337794, 0.0]
[20.73209175835897, 0.0]
[23.378716932085496, 0.0]
[16.25180481690375, 0.0]
[31.037135787849294, 0.0]
[25.891235358376665, 0.0]
[26.120285798634306, 0.0]
[31.971044828702496, 0.0]
[29.604060448720247, 0.0]
[27.75434485124088, 0.0]
[26.88061919003505, 0.0]
[27.33217347844174, 0.0]
[16.09010546948977, 0.0]
[13.274917514787674, 0.0]
[16.770811251899566, 0.0]
[18.7121302461233, 0.0]
[11.314742609764451, 0.0]
[19.049260368146637, 0.0]
[20.038595952968382, 0.0]
[17.959059061155582, 0.0]
[8.464123532725758, 0.0]
[16.9944440494993, 0.0]
[29.4694864238718, 0.0]
[31.489209025199898, 0.0]
[20.068926274100072, 0.0]
[25.885241399793816, 0.0]
[26.60282865551609, 0.0]
[25.88511066233957, 0.0]
[27.43464341224121, 0.0]
[28.284676395986793, 0.0]
[26.494493500151485, 0.0]
[30.675217723496843, 0.0]
[28.085713365080217, 0.0]
[25.843444670076014, 0.0]
[9.724006567960448, 0.0]
[18.718660275540557, 0.0]
[9.965422575491711, 0.0]
[30.37415640758914, 0.0]
[32.39341686775519, 0.0]
[18.019162509821026, 0.0]
[9.910248945486394, 0.0]
[24.68046206576511, 0.0]
[26.15720295696513, 0.0]
