[22.034432819485666, 0.0]
[3.923317304078955, 0.0]
[5.4906006929464635, 0.0]
[6.652671208803076, 0.0]
[11.955171609960962, 0.0]
[23.651808420568706, 0.0]
[13.22581770523684, 0.0]
[29.034432819485666, 0.0]
[24.59352664127946, 0.0]
[12.652671208803076, 0.0]
[13.684459364879876, 0.0]
[29.651808420568706, 0.0]
[34.034432819485666, 0.0]
[12.38195896372199, 0.0]
[36.034432819485666, 0.0]
[37.034432819485666, 0.0]
[23.955171609960964, 0.0]
[24.955171609960964, 0.0]
[40.034432819485666, 0.0]
[18.381958963721992, 0.0]
[27.225817705236842, 0.0]
[39.651808420568706, 0.0]
[25.34208517931402, 0.0]
[45.034432819485666, 0.0]
[27.652671208803078, 0.0]
[28.684459364879878, 0.0]
[25.039584778156133, 0.0]
[26.381958963721992, 0.0]
[27.039584778156133, 0.0]
[51.034432819485666, 0.0]
[33.490600692946465, 0.0]
[53.034432819485666, 0.0]
[35.490600692946465, 0.0]
[36.34208517931402, 0.0]
[41.95517160996096, 0.0]
[57.034432819485666, 0.0]
[52.59352664127946, 0.0]
[55.651808420568706, 0.0]
[40.92331730407896, 0.0]
[61.034432819485666, 0.0]
